Horas_Estudio,Asistencia_Clases,Promedio_Tareas,Uso_Biblioteca,Calificacion_Final
5.993428306022466,71.71004989077927,86.35482924968028,3.3686733088729013,283.02782789039827
4.72347139765763,74.3981895980303,61.167520137335615,2.606661187672639,234.73339034681837
6.295377076201385,87.47293605123262,88.0440888015849,3.0287448229348173,309.55424419772254
8.046059712816051,86.10370265433465,95.33456788207427,4.278451862607299,328.97897983778574
4.531693250553328,79.79098406035853,81.20152354835551,3.1910990680199034,282.1773232799567
4.531726086101639,81.17327383308782,100.0,3.046436548156149,317.728481783798
8.158425631014783,92.77664895788425,63.39316201344641,1.6401438590200808,269.6878743738699
6.534869458305818,74.0842861116417,56.33017945032874,3.746253566027221,230.51774435217106
4.061051228130096,85.47097381170038,50.0,3.645484181141075,227.33560201332264
6.085120087171929,77.97807347566106,97.44066467233775,5.16325472330546,324.63759090525
4.0731646143750755,77.82318796772779,84.81548484531086,2.692221765046999,277.2525556080483
4.068540492859486,90.9877685198719,74.16622993634317,3.219150327663939,281.7355523828257
5.483924543132068,88.2541634898803,79.19952939479731,3.2493836837107555,289.4648550080375
1.1734395106844042,88.13509636000639,58.11766429052435,4.577453279763475,253.70633838452406
1.5501643349739345,93.05478807154329,100.0,2.904704467613048,327.59811221455135
3.8754249415180544,80.21003841632759,76.93831772962841,3.2790215257703395,280.0074371409221
2.9743377593311524,86.81952971294965,76.64092191907339,3.6078965097165394,278.70154874257594
5.628494665190548,76.89733243406543,85.88649935848038,3.1866091231563582,289.60419770880696
3.1839518489575784,83.24166352488442,82.2151384760507,2.553566385449472,280.65875902382305
2.175392597329417,78.69856945632316,78.35826036418698,3.1940899928983075,281.19625165792337
7.931297537843108,80.96995964992718,63.142883168320324,4.073631749859772,253.99872200809747
4.548447399026928,85.95157025436913,82.07202535703993,1.9734847005889398,291.64466571471024
5.1350564093758475,71.81779316766527,100.0,3.132969674146876,308.0582202580332
2.1505036275730864,100.0,95.18130069232467,2.299879185060827,332.7560781957219
3.9112345509496347,69.93982618500299,98.89779939959095,4.1950466289248425,299.05091158791356
5.2218451794197325,67.85811387212269,67.33176485353222,1.4768130952162253,236.02792321419005
2.6980128451553944,91.58110873500068,60.15592769612129,2.4410781527284118,256.6377879417282
5.751396036691344,87.91662693962935,73.11319619850528,3.377211875064521,281.67634175713573
3.79872262016239,86.24119817052156,75.83587368433042,4.56552402923434,288.32736357619194
4.416612500413446,86.2834550926428,91.41287277706422,2.9342497389270124,320.30954307210294
3.796586775541206,79.87753227153085,50.0,2.4448004733068016,220.00057407461446
8.704556369017876,71.02745628514168,97.9432547919092,4.88115706944059,304.13768644605875
4.973005550524132,80.75804558193727,72.62988152131516,1.551986099583756,264.7898253896494
2.8845781420881993,73.22838288487888,68.5967839507887,0.8011940433799181,253.74711530662182
6.645089824206378,89.7511973341775,59.81843437109749,3.4400144500533325,259.1398164679232
2.5583127000579555,78.52942618497862,50.177149922013456,2.4979457756473886,226.92069927085268
5.4177271900095105,71.74502803207488,87.34755875942872,1.9787671828692868,288.4203940677977
1.0806597522404489,76.78614158347007,76.09976950782605,3.7083564472993533,259.7105599692915
2.343627902203139,84.12931454275625,55.65058650388419,3.243800713771199,241.0335602917552
5.393722471738247,74.36275447196026,55.57381841904576,2.4359213692632715,235.8654599337211
6.476933159990821,71.77779604433569,69.96322951064808,1.7196956013291056,248.44206512363832
5.342736562379941,82.43687211491913,100.0,3.8724573282801447,321.84228561884305
4.768703435223519,82.44966571108722,71.10612972954593,3.650201177958661,266.3249769720264
4.3977926088214225,74.9305682462887,52.45285570322841,2.900824136220617,216.91460729910804
2.0429560192651453,75.28961694381677,71.31385403871083,4.846636996047666,252.8014883899098
3.5603115832105825,82.32049937357637,70.90914645378494,1.9299152336738474,256.3639480238698
4.078722458080425,65.51915658502676,50.0,1.4744748290752612,199.85044175896272
7.114244452437831,65.92536225623445,74.18557700223282,2.3080919301187555,247.87850698421448
5.687236579136923,72.81555778747564,71.53598204686983,2.954413983644502,257.03121784682463
1.473919689274532,77.86552848288153,85.44309547220128,3.2433394493226917,272.89957251032547
5.64816793878959,83.10907565598005,100.0,2.7587639421436703,323.6836311953375
4.229835439167367,94.75356216949552,91.89847544321637,3.352055396514297,327.5494366107435
3.6461559993880828,88.5765962320202,70.96666964167754,1.748460575809556,261.7751467557498
6.2233525776817356,78.40061470036574,58.40211136887494,4.44376460407326,246.81799264808603
7.061999044991902,79.80983792097311,100.0,2.917848821607431,326.39636734134626
6.862560238232398,69.97470635362191,75.88827651021732,4.117295831588128,258.2959234613267
3.3215649535547227,79.8148686400761,75.2089393786942,3.342725346377704,277.4583814450926
4.381575248297571,77.11341361079862,74.63812369334995,3.456753219153784,268.48184568979156
5.662526862807128,83.22718560338089,77.97127141151782,3.569767280232204,280.84254940913644
6.951090254244718,71.72769056447677,72.83459382114086,3.4477085600173147,259.9020986770077
4.04165152430942,85.19346514241172,66.39506989679646,3.642722759867544,266.19025121078727
4.628682046672366,95.32738913002578,66.79711588139412,4.329152530132431,282.3874188982462
2.7873300519879436,78.91239851543142,74.50870094676003,3.19652116970147,267.7850461168662
2.6075867518386584,84.01711722098942,66.84862843299352,3.7090037575885124,255.12482081584767
6.625051644788396,86.90143991711112,64.30731325984253,2.910264305712773,266.6048126257085
7.712480057141645,75.98779528114164,76.59645341537845,4.440117215449472,269.9799545731409
4.855979756839332,82.24092481810416,71.17534173868717,2.32360769794073,265.74476849919785
7.007065795784048,80.12592400781794,97.55989482874033,4.800940432910815,315.8533590401075
5.723272050095268,80.97676098548831,50.0,2.9598420493556565,225.7456883740566
3.7097604907897512,72.26990216144533,91.37260277883692,1.5692248978819519,289.9278198770465
5.722791211016828,80.24510174258943,93.69127788746444,3.1281044149107893,312.79591554912884
